id,datasetcycle_id,is_download,status,last_synced_at,source_file_version,source_file_size,chk_raw,chk_normalization,system_version,time_download,time_raw,time_normalization,records_raw,records_normalization,n_samples,n_variables,cycle,dataset
947,947,False,standby,2024-08-16 12:25:55.920714+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,DBQ
948,948,False,standby,2024-08-16 12:25:55.924819+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,DBQ
949,949,False,standby,2024-08-16 12:25:55.929565+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,DBQ
950,950,False,standby,2024-08-16 12:25:55.933507+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,DBQ
951,951,False,standby,2024-08-16 12:25:55.938445+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,DLQ
952,952,False,standby,2024-08-16 12:25:55.943056+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,DLQ
953,953,False,standby,2024-08-16 12:25:55.947744+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,DLQ
954,954,False,standby,2024-08-16 12:25:55.951880+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,DLQ
955,955,False,standby,2024-08-16 12:25:55.956082+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,DLQ
956,956,False,standby,2024-08-16 12:25:55.960367+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,DLQ
957,957,False,standby,2024-08-16 12:25:55.965696+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,DLQ
958,958,False,standby,2024-08-16 12:25:55.969602+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,DLQ
959,959,False,standby,2024-08-16 12:25:55.974284+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,DLQ
960,960,False,standby,2024-08-16 12:25:55.978812+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,DLQ
961,961,False,standby,2024-08-16 12:25:55.983586+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,DUQ
962,962,False,standby,2024-08-16 12:25:55.987502+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,DUQ
963,963,False,standby,2024-08-16 12:25:55.991599+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,DUQ
964,964,False,standby,2024-08-16 12:25:55.994865+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,DUQ
965,965,False,standby,2024-08-16 12:25:55.998460+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,DUQ
966,966,False,standby,2024-08-16 12:25:56.002256+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,DUQ
967,967,False,standby,2024-08-16 12:25:56.007765+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,DUQ
968,968,False,standby,2024-08-16 12:25:56.011998+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,DUQ
969,969,False,standby,2024-08-16 12:25:56.015877+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,DUQ
970,970,False,standby,2024-08-16 12:25:56.020149+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,DUQ
971,971,False,standby,2024-08-16 12:25:56.024435+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,ECQ
972,972,False,standby,2024-08-16 12:25:56.028755+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,ECQ
973,973,False,standby,2024-08-16 12:25:56.032901+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,ECQ
974,974,False,standby,2024-08-16 12:25:56.039424+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,ECQ
975,975,False,standby,2024-08-16 12:25:56.043292+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,ECQ
976,976,False,standby,2024-08-16 12:25:56.047958+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,ECQ
977,977,False,standby,2024-08-16 12:25:56.052567+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,ECQ
978,978,False,standby,2024-08-16 12:25:56.057532+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,ECQ
979,979,False,standby,2024-08-16 12:25:56.062261+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,ECQ
980,980,False,standby,2024-08-16 12:25:56.067083+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,ECQ
981,981,False,standby,2024-08-16 12:25:56.072880+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,FSQ
982,982,False,standby,2024-08-16 12:25:56.077048+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,FSQ
983,983,False,standby,2024-08-16 12:25:56.082279+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,FSQ
984,984,False,standby,2024-08-16 12:25:56.086576+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,FSQ
985,985,False,standby,2024-08-16 12:25:56.091124+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,FSQ
986,986,False,standby,2024-08-16 12:25:56.094932+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,FSQ
987,987,False,standby,2024-08-16 12:25:56.099339+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,FSQ
988,988,False,standby,2024-08-16 12:25:56.103369+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,FSQ
989,989,False,standby,2024-08-16 12:25:56.107595+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,FSQ
990,990,False,standby,2024-08-16 12:25:56.111938+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,FSQ
991,991,False,standby,2024-08-16 12:25:56.117091+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,HIQ
992,992,False,standby,2024-08-16 12:25:56.121508+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,HIQ
993,993,False,standby,2024-08-16 12:25:56.125138+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,HIQ
994,994,False,standby,2024-08-16 12:25:56.129047+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,HIQ
995,995,False,standby,2024-08-16 12:25:56.133047+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,HIQ
996,996,False,standby,2024-08-16 12:25:56.137980+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,HIQ
997,997,False,standby,2024-08-16 12:25:56.142223+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,HIQ
998,998,False,standby,2024-08-16 12:25:56.147065+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,HIQ
999,999,False,standby,2024-08-16 12:25:56.152922+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,HIQ
1000,1000,False,standby,2024-08-16 12:25:56.158281+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,HIQ
1001,1001,False,standby,2024-08-16 12:25:56.163691+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,HEQ
1002,1002,False,standby,2024-08-16 12:25:56.168141+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,HEQ
1003,1003,False,standby,2024-08-16 12:25:56.173467+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,HEQ
1004,1004,False,standby,2024-08-16 12:25:56.179748+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,HEQ
1005,1005,False,standby,2024-08-16 12:25:56.184487+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,HEQ
1006,1006,False,standby,2024-08-16 12:25:56.189433+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,HEQ
1007,1007,False,standby,2024-08-16 12:25:56.194834+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,HEQ
1008,1008,False,standby,2024-08-16 12:25:56.199730+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,HEQ
1009,1009,False,standby,2024-08-16 12:25:56.204532+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,HEQ
1010,1010,False,standby,2024-08-16 12:25:56.209113+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,HEQ
1011,1011,False,standby,2024-08-16 12:25:56.215137+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,HUQ
1012,1012,False,standby,2024-08-16 12:25:56.222425+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,HUQ
1013,1013,False,standby,2024-08-16 12:25:56.228976+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,HUQ
1014,1014,False,standby,2024-08-16 12:25:56.233911+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,HUQ
1015,1015,False,standby,2024-08-16 12:25:56.238969+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,HUQ
1016,1016,False,standby,2024-08-16 12:25:56.244419+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,HUQ
1017,1017,False,standby,2024-08-16 12:25:56.250163+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,HUQ
1018,1018,False,standby,2024-08-16 12:25:56.255192+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,HUQ
1019,1019,False,standby,2024-08-16 12:25:56.260677+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,HUQ
1020,1020,False,standby,2024-08-16 12:25:56.268133+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,HUQ
1021,1021,False,standby,2024-08-16 12:25:56.276009+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,HOQ
1022,1022,False,standby,2024-08-16 12:25:56.282356+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,HOQ
1023,1023,False,standby,2024-08-16 12:25:56.288796+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,HOQ
1024,1024,False,standby,2024-08-16 12:25:56.294357+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,HOQ
1025,1025,False,standby,2024-08-16 12:25:56.300817+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,HOQ
1026,1026,False,standby,2024-08-16 12:25:56.307936+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,HOQ
1027,1027,False,standby,2024-08-16 12:25:56.313760+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,HOQ
1028,1028,False,standby,2024-08-16 12:25:56.318747+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,HOQ
1029,1029,False,standby,2024-08-16 12:25:56.325544+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,HOQ
1030,1030,False,standby,2024-08-16 12:25:56.330895+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,HOQ
1031,1031,False,standby,2024-08-16 12:25:56.336772+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,IMQ
1032,1032,False,standby,2024-08-16 12:25:56.342877+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,IMQ
1033,1033,False,standby,2024-08-16 12:25:56.349631+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,IMQ
1034,1034,False,standby,2024-08-16 12:25:56.356986+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,IMQ
1035,1035,False,standby,2024-08-16 12:25:56.364621+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,IMQ
1036,1036,False,standby,2024-08-16 12:25:56.372770+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,IMQ
1037,1037,False,standby,2024-08-16 12:25:56.379022+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,IMQ
1038,1038,False,standby,2024-08-16 12:25:56.384748+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,IMQ
1039,1039,False,standby,2024-08-16 12:25:56.391023+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,IMQ
1040,1040,False,standby,2024-08-16 12:25:56.397765+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,IMQ
1041,1041,False,standby,2024-08-16 12:25:56.403989+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,INQ
1042,1042,False,standby,2024-08-16 12:25:56.410458+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,INQ
1043,1043,False,standby,2024-08-16 12:25:56.417975+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,INQ
1044,1044,False,standby,2024-08-16 12:25:56.427610+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,INQ
1045,1045,False,standby,2024-08-16 12:25:56.434161+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,INQ
1046,1046,False,standby,2024-08-16 12:25:56.441642+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,INQ
1047,1047,False,standby,2024-08-16 12:25:56.449625+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,INQ
1048,1048,False,standby,2024-08-16 12:25:56.456960+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,INQ
1049,1049,False,standby,2024-08-16 12:25:56.463772+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,INQ
1050,1050,False,standby,2024-08-16 12:25:56.469777+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,INQ
1051,1051,False,standby,2024-08-16 12:25:56.476323+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,KIQ_U
1052,1052,False,standby,2024-08-16 12:25:56.482796+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,KIQ_U
1053,1053,False,standby,2024-08-16 12:25:56.489429+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,KIQ_U
1054,1054,False,standby,2024-08-16 12:25:56.497766+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,KIQ_U
1055,1055,False,standby,2024-08-16 12:25:56.505204+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,KIQ_U
1056,1056,False,standby,2024-08-16 12:25:56.512013+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,KIQ_U
1057,1057,False,standby,2024-08-16 12:25:56.519355+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,KIQ_U
1058,1058,False,standby,2024-08-16 12:25:56.526664+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,KIQ_U
1059,1059,False,standby,2024-08-16 12:25:56.533540+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,KIQ_U
1060,1060,False,standby,2024-08-16 12:25:56.540468+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,KIQ_U
1061,1061,False,standby,2024-08-16 12:25:56.548965+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,MCQ
1062,1062,False,standby,2024-08-16 12:25:56.556673+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,MCQ
1063,1063,False,standby,2024-08-16 12:25:56.564067+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,MCQ
1064,1064,False,standby,2024-08-16 12:25:56.571526+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,MCQ
1065,1065,False,standby,2024-08-16 12:25:56.579156+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,MCQ
1066,1066,False,standby,2024-08-16 12:25:56.585939+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,MCQ
1067,1067,False,standby,2024-08-16 12:25:56.594275+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,MCQ
1068,1068,False,standby,2024-08-16 12:25:56.601702+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,MCQ
1069,1069,False,standby,2024-08-16 12:25:56.609207+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,MCQ
1070,1070,False,standby,2024-08-16 12:25:56.617013+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,MCQ
1071,1071,False,standby,2024-08-16 12:25:56.625061+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,DPQ
1072,1072,False,standby,2024-08-16 12:25:56.631966+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,DPQ
1073,1073,False,standby,2024-08-16 12:25:56.638726+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,DPQ
1074,1074,False,standby,2024-08-16 12:25:56.646221+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,DPQ
1075,1075,False,standby,2024-08-16 12:25:56.653509+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,DPQ
1076,1076,False,standby,2024-08-16 12:25:56.660802+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,DPQ
1077,1077,False,standby,2024-08-16 12:25:56.668189+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,DPQ
1078,1078,False,standby,2024-08-16 12:25:56.675006+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,DPQ
1079,1079,False,standby,2024-08-16 12:25:56.682390+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,DPQ
1080,1080,False,standby,2024-08-16 12:25:56.689865+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,DPQ
1081,1081,False,standby,2024-08-16 12:25:56.696811+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,OCQ
1082,1082,False,standby,2024-08-16 12:25:56.704046+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,OCQ
1083,1083,False,standby,2024-08-16 12:25:56.711920+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,OCQ
1084,1084,False,standby,2024-08-16 12:25:56.718781+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,OCQ
1085,1085,False,standby,2024-08-16 12:25:56.725685+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,OCQ
1086,1086,False,standby,2024-08-16 12:25:56.732827+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,OCQ
1087,1087,False,standby,2024-08-16 12:25:56.739256+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,OCQ
1088,1088,False,standby,2024-08-16 12:25:56.746533+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,OCQ
1089,1089,False,standby,2024-08-16 12:25:56.753723+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,OCQ
1090,1090,False,standby,2024-08-16 12:25:56.759540+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,OCQ
1091,1091,False,standby,2024-08-16 12:25:56.766035+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,OHQ
1092,1092,False,standby,2024-08-16 12:25:56.773367+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,OHQ
1093,1093,False,standby,2024-08-16 12:25:56.782037+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,OHQ
1094,1094,False,standby,2024-08-16 12:25:56.789802+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,OHQ
1095,1095,False,standby,2024-08-16 12:25:56.797313+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,OHQ
1096,1096,False,standby,2024-08-16 12:25:56.804886+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,OHQ
1097,1097,False,standby,2024-08-16 12:25:56.812459+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,OHQ
1098,1098,False,standby,2024-08-16 12:25:56.819493+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,OHQ
1099,1099,False,standby,2024-08-16 12:25:56.826372+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,OHQ
1100,1100,False,standby,2024-08-16 12:25:56.834006+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,OHQ
1101,1101,False,standby,2024-08-16 12:25:56.841639+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,OSQ
1102,1102,False,standby,2024-08-16 12:25:56.848747+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,OSQ
1103,1103,False,standby,2024-08-16 12:25:56.855879+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,OSQ
1104,1104,False,standby,2024-08-16 12:25:56.863028+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,OSQ
1105,1105,False,standby,2024-08-16 12:25:56.869356+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,OSQ
1106,1106,False,standby,2024-08-16 12:25:56.875863+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,OSQ
1107,1107,False,standby,2024-08-16 12:25:56.883004+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,OSQ
1108,1108,False,standby,2024-08-16 12:25:56.889703+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,OSQ
1109,1109,False,standby,2024-08-16 12:25:56.896017+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,OSQ
1110,1110,False,standby,2024-08-16 12:25:56.904144+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,OSQ
1111,1111,False,standby,2024-08-16 12:25:56.910934+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,PUQMEC
1112,1112,False,standby,2024-08-16 12:25:56.919217+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,PUQMEC
1113,1113,False,standby,2024-08-16 12:25:56.928142+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,PUQMEC
1114,1114,False,standby,2024-08-16 12:25:56.935673+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,PUQMEC
1115,1115,False,standby,2024-08-16 12:25:56.942222+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,PUQMEC
1116,1116,False,standby,2024-08-16 12:25:56.949364+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,PUQMEC
1117,1117,False,standby,2024-08-16 12:25:56.955763+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,PUQMEC
1118,1118,False,standby,2024-08-16 12:25:56.961979+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,PUQMEC
1119,1119,False,standby,2024-08-16 12:25:56.969649+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,PUQMEC
1120,1120,False,standby,2024-08-16 12:25:56.975860+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,PUQMEC
1121,1121,False,standby,2024-08-16 12:25:56.982562+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,PAQ
1122,1122,False,standby,2024-08-16 12:25:56.989900+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,PAQ
1123,1123,False,standby,2024-08-16 12:25:57.042349+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,PAQ
1124,1124,False,standby,2024-08-16 12:25:57.048146+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,PAQ
1125,1125,False,standby,2024-08-16 12:25:57.052915+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,PAQ
1126,1126,False,standby,2024-08-16 12:25:57.057856+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,PAQ
1127,1127,False,standby,2024-08-16 12:25:57.062558+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,PAQ
1128,1128,False,standby,2024-08-16 12:25:57.067221+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,PAQ
1129,1129,False,standby,2024-08-16 12:25:57.071091+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,PAQ
1130,1130,False,standby,2024-08-16 12:25:57.074872+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,PAQ
1131,1131,False,standby,2024-08-16 12:25:57.079572+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,PAQY
1132,1132,False,standby,2024-08-16 12:25:57.083169+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,PAQY
1133,1133,False,standby,2024-08-16 12:25:57.086377+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,PAQY
1134,1134,False,standby,2024-08-16 12:25:57.089535+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,PAQY
1135,1135,False,standby,2024-08-16 12:25:57.092681+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,PAQY
1136,1136,False,standby,2024-08-16 12:25:57.096288+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,PAQY
1137,1137,False,standby,2024-08-16 12:25:57.099344+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,PAQY
1138,1138,False,standby,2024-08-16 12:25:57.102656+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,PAQY
1139,1139,False,standby,2024-08-16 12:25:57.105140+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2015-2016,PAQY
1140,1140,False,standby,2024-08-16 12:25:57.108367+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2017-2018,PAQY
1141,1141,False,standby,2024-08-16 12:25:57.111525+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,1999-2000,PFQ
1142,1142,False,standby,2024-08-16 12:25:57.114955+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2001-2002,PFQ
1143,1143,False,standby,2024-08-16 12:25:57.117368+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2003-2004,PFQ
1144,1144,False,standby,2024-08-16 12:25:57.120291+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2005-2006,PFQ
1145,1145,False,standby,2024-08-16 12:25:57.122891+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2007-2008,PFQ
1146,1146,False,standby,2024-08-16 12:25:57.125587+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2009-2010,PFQ
1147,1147,False,standby,2024-08-16 12:25:57.128940+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2011-2012,PFQ
1148,1148,False,standby,2024-08-16 12:25:57.131512+00:00,,0,False,False,0.1.4,0,0,0,0,0,0,0,2013-2014,PFQ
